SOLD,ICICIBANK,7259.999999999999,10007260.0,2017-07-03 09:47:00,False
BOUGHT,ICICIBANK,7272.499999999999,9992727.5,2017-07-03 09:52:00,False
BOUGHT,ICICIBANK,9992652.15,75.34999999962747,2017-07-03 09:58:00,True
SOLD,ICICIBANK,9984092.4,9984167.75,2017-07-03 10:05:00,True
BOUGHT,ICICIBANK,9999731.25,268.75,2017-07-03 10:06:00,True
SOLD,ICICIBANK,9989448.75,9989717.5,2017-07-03 10:07:00,True
SOLD,ICICIBANK,7287.5,10007287.5,2017-07-03 10:17:00,False
BOUGHT,ICICIBANK,7292.5,9992707.5,2017-07-03 10:23:00,False
SOLD,ICICIBANK,7291.249999999999,9999998.75,2017-07-03 10:24:00,False
BOUGHT,ICICIBANK,7277.500000000001,9992722.5,2017-07-03 10:56:00,False
BOUGHT,ICICIBANK,9992475.2,247.30000000074506,2017-07-04 09:18:00,True
SOLD,ICICIBANK,9995900.8,9996148.100000001,2017-07-04 09:26:00,True
BOUGHT,ICICIBANK,9999832.0,168.0,2017-07-04 09:27:00,True
SOLD,ICICIBANK,9987845.899999999,9988013.899999999,2017-07-04 09:32:00,True
BOUGHT,ICICIBANK,9999871.4,128.59999999962747,2017-07-04 09:33:00,True
SOLD,ICICIBANK,9993021.0,9993149.6,2017-07-04 09:51:00,True
SOLD,ICICIBANK,7290.000000000001,10007290.0,2017-07-04 09:54:00,False
BOUGHT,ICICIBANK,7284.999999999999,9992715.0,2017-07-04 10:14:00,False
BOUGHT,ICICIBANK,9992548.8,166.19999999925494,2017-07-04 10:20:00,True
SOLD,ICICIBANK,9978841.6,9979007.799999999,2017-07-04 10:28:00,True
SOLD,ICICIBANK,7232.5,10007232.5,2017-07-05 09:21:00,False
BOUGHT,ICICIBANK,7232.5,9992767.5,2017-07-05 09:33:00,False
SOLD,ICICIBANK,7230.0,9999997.5,2017-07-05 09:35:00,False
BOUGHT,ICICIBANK,7233.750000000001,9992766.25,2017-07-05 09:43:00,False
SOLD,ICICIBANK,7227.500000000001,9999993.75,2017-07-05 09:44:00,False
BOUGHT,ICICIBANK,7232.5,9992767.5,2017-07-05 09:55:00,False
BOUGHT,ICICIBANK,9992671.5,96.0,2017-07-05 09:58:00,True
SOLD,ICICIBANK,10018559.25,10018655.25,2017-07-05 10:56:00,True
SOLD,ICICIBANK,7257.5,10007257.5,2017-07-05 10:58:00,False
BOUGHT,ICICIBANK,7261.25,9992738.75,2017-07-05 10:59:00,False
BOUGHT,ICICIBANK,9992730.0,8.75,2017-07-06 09:15:00,True
SOLD,ICICIBANK,9975750.0,9975758.75,2017-07-06 09:16:00,True
BOUGHT,ICICIBANK,9999858.0,142.0,2017-07-06 09:17:00,True
SOLD,ICICIBANK,9996459.0,9996601.0,2017-07-06 09:28:00,True
SOLD,ICICIBANK,7351.25,10007351.25,2017-07-06 09:36:00,False
