BOUGHT,INDUSINDBK,9998670.0,1330.0,2017-07-03 09:58:00
SOLD,INDUSINDBK,9988184.25,9989514.25,2017-07-03 10:07:00
BOUGHT,INDUSINDBK,9999751.35,248.65000000037253,2017-07-03 10:25:00
SOLD,INDUSINDBK,10036653.299999999,10036901.95,2017-07-03 10:45:00
BOUGHT,INDUSINDBK,9999397.3,602.6999999992549,2017-07-03 10:49:00
SOLD,INDUSINDBK,9991644.0,9992246.7,2017-07-03 10:54:00
BOUGHT,INDUSINDBK,9999734.4,265.59999999962747,2017-07-03 10:56:00
SOLD,INDUSINDBK,9987935.9,9988201.5,2017-07-03 10:57:00
BOUGHT,INDUSINDBK,9999464.0,536.0,2017-07-03 10:58:00
SOLD,INDUSINDBK,9989691.0,9990227.0,2017-07-03 11:19:00
BOUGHT,INDUSINDBK,9999936.450000001,63.54999999888241,2017-07-04 09:20:00
SOLD,INDUSINDBK,9981735.75,9981799.299999999,2017-07-04 09:28:00
BOUGHT,INDUSINDBK,9998621.100000001,1378.8999999985099,2017-07-04 09:41:00
SOLD,INDUSINDBK,10026546.45,10027925.349999998,2017-07-04 10:28:00
BOUGHT,INDUSINDBK,9998981.299999999,1018.7000000011176,2017-07-04 10:29:00
SOLD,INDUSINDBK,9993281.200000001,9994299.900000002,2017-07-04 10:30:00
BOUGHT,INDUSINDBK,9999117.75,882.25,2017-07-04 10:55:00
SOLD,INDUSINDBK,10001811.75,10002694.0,2017-07-04 11:15:00
BOUGHT,INDUSINDBK,9999770.5,229.5,2017-07-04 11:16:00
SOLD,INDUSINDBK,10000443.5,10000673.0,2017-07-04 11:40:00
BOUGHT,INDUSINDBK,9998945.0,1055.0,2017-07-05 09:18:00
SOLD,INDUSINDBK,9992310.0,9993365.0,2017-07-05 09:25:00
BOUGHT,INDUSINDBK,9998884.9,1115.0999999996275,2017-07-05 09:26:00
SOLD,INDUSINDBK,9991590.799999999,9992705.899999999,2017-07-05 09:34:00
BOUGHT,INDUSINDBK,9998915.85,1084.1500000003725,2017-07-05 09:35:00
SOLD,INDUSINDBK,9993609.450000001,9994693.600000001,2017-07-05 09:36:00
BOUGHT,INDUSINDBK,9998607.5,1392.5,2017-07-05 10:04:00
SOLD,INDUSINDBK,10060452.5,10061845.0,2017-07-05 11:02:00
BOUGHT,INDUSINDBK,9999970.0,30.0,2017-07-05 11:04:00
SOLD,INDUSINDBK,9993365.0,9993395.0,2017-07-05 11:05:00
BOUGHT,INDUSINDBK,9999450.0,550.0,2017-07-06 09:17:00
SOLD,INDUSINDBK,9936902.0,9937452.0,2017-07-06 09:31:00
BOUGHT,INDUSINDBK,9998596.8,1403.199999999255,2017-07-06 09:45:00
SOLD,INDUSINDBK,9994953.600000001,9996356.8,2017-07-06 09:51:00
BOUGHT,INDUSINDBK,9999296.6,703.4000000003725,2017-07-06 10:15:00
SOLD,INDUSINDBK,9998634.0,9999337.4,2017-07-06 10:17:00
BOUGHT,INDUSINDBK,9998781.25,1218.75,2017-07-06 10:18:00
SOLD,INDUSINDBK,9993481.25,9994700.0,2017-07-06 10:22:00
BOUGHT,INDUSINDBK,9999627.9,372.09999999962747,2017-07-06 10:28:00
SOLD,INDUSINDBK,9995321.0,9995693.1,2017-07-06 10:39:00
BOUGHT,INDUSINDBK,9999970.0,30.0,2017-07-07 09:20:00
SOLD,INDUSINDBK,10032004.25,10032034.25,2017-07-07 10:14:00
BOUGHT,INDUSINDBK,9999577.0,423.0,2017-07-07 10:39:00
SOLD,INDUSINDBK,10004514.25,10004937.25,2017-07-07 11:05:00
BOUGHT,INDUSINDBK,9998560.0,1440.0,2017-07-07 11:16:00
SOLD,INDUSINDBK,10045592.700000001,10047032.700000001,2017-07-07 12:22:00
BOUGHT,INDUSINDBK,9999778.200000001,221.7999999988824,2017-07-07 12:27:00
SOLD,INDUSINDBK,9992248.0,9992469.799999999,2017-07-07 12:36:00
BOUGHT,INDUSINDBK,9999736.0,264.0,2017-07-07 12:58:00
SOLD,INDUSINDBK,9995800.0,9996064.0,2017-07-07 13:11:00
BOUGHT,INDUSINDBK,9999360.0,640.0,2017-07-10 09:15:00
SOLD,INDUSINDBK,9966484.5,9967124.5,2017-07-10 09:16:00
BOUGHT,INDUSINDBK,9999530.4,469.59999999962747,2017-07-10 09:17:00
SOLD,INDUSINDBK,9991704.0,9992173.6,2017-07-10 09:18:00
BOUGHT,INDUSINDBK,9998756.5,1243.5,2017-07-10 09:22:00
SOLD,INDUSINDBK,9974911.049999999,9976154.549999999,2017-07-10 09:23:00
BOUGHT,INDUSINDBK,9998538.0,1462.0,2017-07-10 12:31:00
SOLD,INDUSINDBK,9988136.4,9989598.4,2017-07-10 12:33:00
BOUGHT,INDUSINDBK,9998612.0,1388.0,2017-07-10 14:01:00
SOLD,INDUSINDBK,10150155.5,10151543.5,2017-07-10 15:09:00
BOUGHT,INDUSINDBK,9999754.1,245.90000000037253,2017-07-11 09:15:00
SOLD,INDUSINDBK,9993036.200000001,9993282.100000001,2017-07-11 09:26:00
BOUGHT,INDUSINDBK,9999877.799999999,122.20000000111759,2017-07-11 09:46:00
SOLD,INDUSINDBK,9995710.65,9995832.850000001,2017-07-11 09:47:00
BOUGHT,INDUSINDBK,9999684.0,316.0,2017-07-11 09:52:00
SOLD,INDUSINDBK,10015704.0,10016020.0,2017-07-11 10:11:00
BOUGHT,INDUSINDBK,9999576.600000001,423.3999999985099,2017-07-11 10:12:00
SOLD,INDUSINDBK,10021316.2,10021739.599999998,2017-07-11 10:36:00
BOUGHT,INDUSINDBK,9999849.899999999,150.10000000149012,2017-07-11 10:37:00
SOLD,INDUSINDBK,9989014.100000001,9989164.200000003,2017-07-11 11:03:00
BOUGHT,INDUSINDBK,9999649.5,350.5,2017-07-12 09:15:00
SOLD,INDUSINDBK,9994568.700000001,9994919.200000001,2017-07-12 09:17:00
