SOLD,MARUTI,182550.0,10182550.0,2017-07-03 09:48:00,False
BOUGHT,MARUTI,183081.25,9816918.75,2017-07-03 10:19:00,False
BOUGHT,MARUTI,9814917.0,2001.75,2017-07-03 10:23:00,True
SOLD,MARUTI,9797536.0,9799537.75,2017-07-03 10:37:00,True
BOUGHT,MARUTI,9994810.85,5189.1500000003725,2017-07-03 10:38:00,True
SOLD,MARUTI,9990721.85,9995911.0,2017-07-03 10:39:00,True
BOUGHT,MARUTI,9996242.0,3758.0,2017-07-03 10:40:00,True
SOLD,MARUTI,9986087.65,9989845.65,2017-07-03 10:51:00,True
SOLD,MARUTI,183157.5,10183157.5,2017-07-03 10:54:00,False
BOUGHT,MARUTI,183357.5,9816642.5,2017-07-03 11:15:00,False
BOUGHT,MARUTI,9809470.0,7172.5,2017-07-04 09:15:00,True
SOLD,MARUTI,9817921.85,9825094.35,2017-07-04 09:17:00,True
SOLD,MARUTI,184365.0,10184365.0,2017-07-04 09:19:00,False
BOUGHT,MARUTI,184308.75,9815691.25,2017-07-04 09:44:00,False
BOUGHT,MARUTI,9815267.0,424.25,2017-07-04 09:46:00,True
SOLD,MARUTI,9812474.0,9812898.25,2017-07-04 10:17:00,True
SOLD,MARUTI,184438.75,10184438.75,2017-07-04 10:19:00,False
BOUGHT,MARUTI,183761.25,9816238.75,2017-07-04 10:34:00,False
SOLD,MARUTI,183625.0,9999863.75,2017-07-04 10:36:00,False
BOUGHT,MARUTI,183756.25,9816243.75,2017-07-04 10:37:00,False
SOLD,MARUTI,183527.5,9999771.25,2017-07-05 09:15:00,False
BOUGHT,MARUTI,184211.25,9815788.75,2017-07-05 09:16:00,False
BOUGHT,MARUTI,9815508.0,280.75,2017-07-05 09:18:00,True
SOLD,MARUTI,9799524.0,9799804.75,2017-07-05 09:23:00,True
BOUGHT,MARUTI,9994065.2,5934.800000000745,2017-07-05 09:24:00,True
SOLD,MARUTI,9989244.3,9995179.100000001,2017-07-05 09:37:00,True
SOLD,MARUTI,183918.75,10183918.75,2017-07-05 09:40:00,False
BOUGHT,MARUTI,183975.0,9816025.0,2017-07-05 09:58:00,False
BOUGHT,MARUTI,9813546.0,2479.0,2017-07-05 10:04:00,True
SOLD,MARUTI,9800882.5,9803361.5,2017-07-05 10:24:00,True
BOUGHT,MARUTI,9996412.5,3587.5,2017-07-06 09:17:00,True
SOLD,MARUTI,10023750.0,10027337.5,2017-07-06 09:33:00,True
BOUGHT,MARUTI,9993215.5,6784.5,2017-07-06 09:35:00,True
SOLD,MARUTI,9994493.25,10001277.75,2017-07-06 10:13:00,True
SOLD,MARUTI,185773.75,10185773.75,2017-07-06 10:16:00,False
BOUGHT,MARUTI,185716.25,9814283.75,2017-07-06 10:36:00,False
BOUGHT,MARUTI,9810538.6,3745.1500000003725,2017-07-06 10:38:00,True
SOLD,MARUTI,9810010.2,9813755.35,2017-07-06 10:44:00,True
BOUGHT,MARUTI,9994157.0,5843.0,2017-07-06 10:45:00,True
SOLD,MARUTI,10010835.0,10016678.0,2017-07-06 11:43:00,True
SOLD,MARUTI,186610.0,10186610.0,2017-07-07 09:15:00,False
BOUGHT,MARUTI,186506.25,9813493.75,2017-07-07 09:44:00,False
SOLD,MARUTI,186288.75,9999782.5,2017-07-07 09:49:00,False
BOUGHT,MARUTI,185832.5,9814167.5,2017-07-07 10:26:00,False
SOLD,MARUTI,185773.75,9999941.25,2017-07-07 10:27:00,False
BOUGHT,MARUTI,185865.0,9814135.0,2017-07-07 10:48:00,False
BOUGHT,MARUTI,9814134.0,1.0,2017-07-07 10:51:00,True
SOLD,MARUTI,9811032.0,9811033.0,2017-07-07 10:59:00,True
BOUGHT,MARUTI,9997721.25,2278.75,2017-07-07 11:08:00,True
SOLD,MARUTI,9995300.25,9997579.0,2017-07-07 11:15:00,True
BOUGHT,MARUTI,9998166.5,1833.5,2017-07-10 09:15:00,True
SOLD,MARUTI,9917520.0,9919353.5,2017-07-10 11:15:00,True
BOUGHT,MARUTI,9998166.5,1833.5,2017-07-10 12:17:00,True
SOLD,MARUTI,9924718.2,9926551.7,2017-07-10 12:18:00,True
BOUGHT,MARUTI,9997500.0,2500.0,2017-07-10 12:30:00,True
SOLD,MARUTI,9924185.0,9926685.0,2017-07-10 12:31:00,True
SOLD,MARUTI,186675.0,10186675.0,2017-07-10 12:36:00,False
BOUGHT,MARUTI,186123.75,9813876.25,2017-07-10 14:06:00,False
SOLD,MARUTI,186075.0,9999951.25,2017-07-10 14:07:00,False
BOUGHT,MARUTI,186120.0,9813880.0,2017-07-10 14:09:00,False
BOUGHT,MARUTI,9812530.0,1350.0,2017-07-11 09:15:00,True
SOLD,MARUTI,9794054.25,9795404.25,2017-07-11 09:20:00,True
SOLD,MARUTI,186187.5,10186187.5,2017-07-11 09:22:00,False
BOUGHT,MARUTI,186255.0,9813745.0,2017-07-11 09:41:00,False
SOLD,MARUTI,186127.5,9999872.5,2017-07-11 09:43:00,False
BOUGHT,MARUTI,185470.0,9814530.0,2017-07-11 10:26:00,False
SOLD,MARUTI,185427.5,9999957.5,2017-07-11 10:27:00,False
BOUGHT,MARUTI,185392.5,9814607.5,2017-07-11 10:59:00,False
BOUGHT,MARUTI,9811103.4,3504.0999999996275,2017-07-11 11:01:00,True
SOLD,MARUTI,9814741.65,9818245.75,2017-07-11 12:24:00,True
SOLD,MARUTI,186172.5,10186172.5,2017-07-12 09:17:00,False
BOUGHT,MARUTI,186525.0,9813475.0,2017-07-12 09:26:00,False
BOUGHT,MARUTI,9809168.0,4307.0,2017-07-12 09:33:00,True
SOLD,MARUTI,9789947.200000001,9794254.200000001,2017-07-12 09:41:00,True
BOUGHT,MARUTI,9994793.1,5206.9000000003725,2017-07-12 09:42:00,True
SOLD,MARUTI,9982684.2,9987891.1,2017-07-12 09:49:00,True
SOLD,MARUTI,186323.75,10186323.75,2017-07-12 09:53:00,False
BOUGHT,MARUTI,186301.25,9813698.75,2017-07-12 10:33:00,False
BOUGHT,MARUTI,9807322.2,6376.550000000745,2017-07-12 10:37:00,True
SOLD,MARUTI,9815988.0,9822364.55,2017-07-12 10:45:00,True
BOUGHT,MARUTI,9999275.4,724.5999999996275,2017-07-13 09:15:00,True
SOLD,MARUTI,10004226.0,10004950.6,2017-07-13 09:29:00,True
BOUGHT,MARUTI,9993676.5,6323.5,2017-07-13 09:34:00,True
