BOUGHT,POWERGRID,9999854.92,145.0800000000745,2017-07-03 10:05:00
SOLD,POWERGRID,10007417.200000001,10007562.280000001,2017-07-03 10:11:00
BOUGHT,POWERGRID,9999880.18,119.82000000029802,2017-07-03 10:18:00
SOLD,POWERGRID,9982914.19,9983034.01,2017-07-03 10:25:00
BOUGHT,POWERGRID,9999862.399999999,137.60000000149012,2017-07-03 10:26:00
SOLD,POWERGRID,9990425.600000001,9990563.200000003,2017-07-03 10:30:00
BOUGHT,POWERGRID,9999879.12,120.88000000081956,2017-07-03 10:42:00
SOLD,POWERGRID,10011804.66,10011925.540000001,2017-07-03 11:14:00
BOUGHT,POWERGRID,9999873.76,126.24000000022352,2017-07-03 11:15:00
SOLD,POWERGRID,9997994.32,9998120.56,2017-07-03 11:16:00
BOUGHT,POWERGRID,9999980.1,19.90000000037253,2017-07-04 09:15:00
SOLD,POWERGRID,9988046.200000001,9988066.100000001,2017-07-04 09:24:00
BOUGHT,POWERGRID,9999884.670000002,115.32999999821186,2017-07-04 09:49:00
SOLD,POWERGRID,9992949.5,9993064.829999998,2017-07-04 09:50:00
BOUGHT,POWERGRID,9999868.15,131.84999999962747,2017-07-04 09:55:00
SOLD,POWERGRID,9987892.26,9988024.11,2017-07-04 10:05:00
BOUGHT,POWERGRID,9999969.67,30.330000000074506,2017-07-04 10:42:00
SOLD,POWERGRID,9995537.340000002,9995567.670000002,2017-07-04 10:44:00
BOUGHT,POWERGRID,9999974.91,25.08999999985099,2017-07-04 10:48:00
SOLD,POWERGRID,10009470.36,10009495.45,2017-07-04 12:23:00
BOUGHT,POWERGRID,9999854.92,145.0800000000745,2017-07-05 09:15:00
SOLD,POWERGRID,9988511.5,9988656.58,2017-07-05 09:22:00
BOUGHT,POWERGRID,9999854.92,145.0800000000745,2017-07-05 09:24:00
SOLD,POWERGRID,9990402.07,9990547.15,2017-07-05 09:28:00
BOUGHT,POWERGRID,9999868.15,131.84999999962747,2017-07-05 09:35:00
SOLD,POWERGRID,9982849.78,9982981.629999999,2017-07-05 10:07:00
BOUGHT,POWERGRID,9999935.22,64.77999999932945,2017-07-05 10:08:00
SOLD,POWERGRID,9992993.45,9993058.229999999,2017-07-05 10:09:00
BOUGHT,POWERGRID,9999935.22,64.77999999932945,2017-07-05 10:12:00
SOLD,POWERGRID,9966488.51,9966553.29,2017-07-05 10:52:00
BOUGHT,POWERGRID,9999948.66,51.33999999985099,2017-07-06 09:17:00
SOLD,POWERGRID,9990444.209999999,9990495.549999999,2017-07-06 09:53:00
BOUGHT,POWERGRID,9999927.3,72.69999999925494,2017-07-06 09:57:00
SOLD,POWERGRID,9998025.450000001,9998098.15,2017-07-06 10:03:00
BOUGHT,POWERGRID,9999948.66,51.33999999985099,2017-07-06 10:16:00
SOLD,POWERGRID,9994879.620000001,9994930.96,2017-07-06 10:26:00
BOUGHT,POWERGRID,9999948.66,51.33999999985099,2017-07-06 10:28:00
SOLD,POWERGRID,9999948.66,10000000.0,2017-07-06 11:08:00
BOUGHT,POWERGRID,9999963.149999999,36.850000001490116,2017-07-06 11:10:00
SOLD,POWERGRID,9998063.100000001,9998099.950000003,2017-07-06 11:18:00
BOUGHT,POWERGRID,9999969.67,30.330000000074506,2017-07-07 09:18:00
SOLD,POWERGRID,10002502.43,10002532.76,2017-07-07 09:20:00
BOUGHT,POWERGRID,9999982.72,17.279999999329448,2017-07-07 09:24:00
SOLD,POWERGRID,9983535.379999999,9983552.659999998,2017-07-07 09:30:00
BOUGHT,POWERGRID,9999963.149999999,36.850000001490116,2017-07-07 09:56:00
SOLD,POWERGRID,9992996.3,9993033.150000002,2017-07-07 10:04:00
BOUGHT,POWERGRID,9999957.420000002,42.57999999821186,2017-07-07 10:10:00
SOLD,POWERGRID,9987921.489999998,9987964.069999997,2017-07-07 10:58:00
BOUGHT,POWERGRID,9999904.409999998,95.59000000171363,2017-07-07 11:02:00
SOLD,POWERGRID,9987854.04,9987949.63,2017-07-07 11:07:00
BOUGHT,POWERGRID,9999955.8,44.19999999925494,2017-07-10 09:15:00
SOLD,POWERGRID,9884631.96,9884676.16,2017-07-10 11:16:00
BOUGHT,POWERGRID,9999955.8,44.19999999925494,2017-07-10 12:01:00
SOLD,POWERGRID,9884631.96,9884676.16,2017-07-10 12:18:00
BOUGHT,POWERGRID,9999868.15,131.84999999962747,2017-07-10 12:36:00
SOLD,POWERGRID,9994825.67,9994957.52,2017-07-10 12:50:00
BOUGHT,POWERGRID,9999884.670000002,115.32999999821186,2017-07-10 12:52:00
SOLD,POWERGRID,9992949.5,9993064.829999998,2017-07-10 12:53:00
BOUGHT,POWERGRID,9999884.670000002,115.32999999821186,2017-07-10 12:58:00
SOLD,POWERGRID,9994840.91,9994956.239999998,2017-07-10 13:06:00
BOUGHT,POWERGRID,9999959.0,41.0,2017-07-11 09:20:00
SOLD,POWERGRID,9993058.15,9993099.15,2017-07-11 09:29:00
BOUGHT,POWERGRID,9999999.360000001,0.6399999987334013,2017-07-11 09:30:00
SOLD,POWERGRID,9993096.75,9993097.389999999,2017-07-11 09:42:00
BOUGHT,POWERGRID,9999999.360000001,0.6399999987334013,2017-07-11 09:52:00
SOLD,POWERGRID,9995606.79,9995607.429999998,2017-07-11 09:53:00
BOUGHT,POWERGRID,9999879.12,120.88000000081956,2017-07-11 09:56:00
SOLD,POWERGRID,9997996.139999999,9998117.02,2017-07-11 09:57:00
BOUGHT,POWERGRID,9999879.12,120.88000000081956,2017-07-11 09:59:00
SOLD,POWERGRID,9995485.5,9995606.38,2017-07-11 10:10:00
BOUGHT,POWERGRID,9999899.4,100.59999999962747,2017-07-12 09:15:00
SOLD,POWERGRID,10033032.350000001,10033132.950000001,2017-07-12 10:22:00
BOUGHT,POWERGRID,9999885.799999999,114.20000000111759,2017-07-12 10:31:00
SOLD,POWERGRID,9997392.84,9997507.040000001,2017-07-12 11:04:00
BOUGHT,POWERGRID,9999885.799999999,114.20000000111759,2017-07-12 11:05:00
SOLD,POWERGRID,9981188.6,9981302.8,2017-07-12 11:16:00
BOUGHT,POWERGRID,9999853.379999999,146.62000000104308,2017-07-12 11:17:00
SOLD,POWERGRID,9990500.729999999,9990647.35,2017-07-12 11:52:00
BOUGHT,POWERGRID,9999853.379999999,146.62000000104308,2017-07-12 11:59:00
SOLD,POWERGRID,9994865.3,9995011.920000002,2017-07-12 12:00:00
BOUGHT,POWERGRID,9999887.200000001,112.79999999888241,2017-07-13 09:19:00
SOLD,POWERGRID,10014102.12,10014214.919999998,2017-07-13 10:20:00
BOUGHT,POWERGRID,9999921.54,78.46000000089407,2017-07-13 10:23:00
SOLD,POWERGRID,9985746.87,9985825.33,2017-07-13 10:32:00
